LEA_STATE,LEA_STATE_NAME,LEAID,LEA_NAME,SCHID,SCH_NAME,COMBOKEY,TOT_ENR,TOT_DAYSMISSED,DAYSMISSED_PER_100,TOT_EXPWE,TOT_EXPWOE,TOT_ISS,ISS_PER_100,TOT_MULTOOS,MULTOOS_PER_100,TOT_SINGOOS,SINGOOS_PER_100,SCH_SAL_TOTPERS_WOFED,SCH_SAL_TEACH_WOFED,SCH_SAL_AID_WOFED,SCH_SAL_SUP_WOFED,SCH_SAL_ADM_WOFED,SCH_NPE_WOFED,SPEND_PER_STUDENT_WOFED,SPEND_PER_STUDENT_TEACH_WOFED,SPEND_PER_STUDENT_AID_WOFED,SPEND_PER_STUDENT_SUP_WOFED,SPEND_PER_STUDENT_ADM_WOFED,SPEND_PER_STUDENT_NPE_WOFED
CT,CONNECTICUT,0904890,WATERTOWN SCHOOL DISTRICT,01008,Watertown High School,090489001008,855,89,10.41,6,0,69,8.07,4,0.47,24,2.81,5233277,4023045,268117,414031,528084,311969,6120.79,4705.32,313.59,484.25,617.64,364.88
CT,CONNECTICUT,0904920,WEST HARTFORD SCHOOL DISTRICT,01013,Conard High School,090492001013,1540,95,6.17,6,0,48,3.12,6,0.39,13,0.84,10402826.58,6680083,375168.61,1446025.8,1901549,698845.65,6755.08,4337.72,243.62,938.98,1234.77,453.8
CT,CONNECTICUT,0904920,WEST HARTFORD SCHOOL DISTRICT,01015,Hall High School,090492001015,1465,93,6.35,4,0,45,3.07,0,0,12,0.82,9546210.33,6350173,401308.77,1336211.2,1458518,687560.35,6516.18,4334.59,273.93,912.09,995.58,469.32
CT,CONNECTICUT,0904950,WEST HAVEN SCHOOL DISTRICT,01041,West Haven High School,090495001041,1531,516,33.7,10,0,138,9.01,16,1.05,44,2.87,10906012,7633815.31,292534,2378696.68,600966.66,353130.51,7123.46,4986.16,191.07,1553.69,392.53,230.65
CT,CONNECTICUT,0904980,WESTBROOK SCHOOL DISTRICT,01044,Westbrook High School,090498001044,294,7,2.38,0,0,4,1.36,0,0,2,0.68,2969709.36,2116879,197104,185557.42,142055.62,262551.66,10101.05,7200.27,670.42,631.15,483.18,893.03
CT,CONNECTICUT,0905010,WESTON SCHOOL DISTRICT,01046,Weston High School,090501001046,844,82,9.72,0,0,7,0.83,0,0,4,0.47,7098883,5117282,70151.18,1406842,504608,293015,8411,6063.13,83.12,1666.87,597.88,347.17
CT,CONNECTICUT,0905040,WESTPORT SCHOOL DISTRICT,01058,Staples High School,090504001058,1882,44,2.34,0,0,18,0.96,0,0,8,0.43,17936784,11646485,405996,4201493,1606832,3032027,9530.7,6188.36,215.73,2232.46,853.79,1611.07
CT,CONNECTICUT,0905070,WETHERSFIELD SCHOOL DISTRICT,01068,Wethersfield High School,090507001068,1189,207,17.41,2,0,44,3.7,6,0.5,14,1.18,10210039.4,6680418.98,376436.42,1085383.57,504303.91,2224292.5,8587.08,5618.52,316.6,912.85,424.14,1870.73
CT,CONNECTICUT,0905130,WILTON SCHOOL DISTRICT,01076,Wilton High School,090513001076,1316,54,4.1,0,0,9,0.68,2,0.15,4,0.3,10462770.51,8148944.34,19722,1071330.78,1222773.39,1602985,7950.43,6192.21,14.99,814.08,929.16,1218.07
CT,CONNECTICUT,0905190,WINDHAM SCHOOL DISTRICT,01086,Windham High School,090519001086,567,746,131.57,7,0,92,16.23,31,5.47,45,7.94,4964797.42,2808276.04,272868.95,1072108.43,811544,1246907.41,8756.26,4952.87,481.25,1890.84,1431.29,2199.13
CT,CONNECTICUT,0905220,WINDSOR SCHOOL DISTRICT,01096,Windsor High School,090522001096,1129,227,20.11,2,0,142,12.58,4,0.35,25,2.21,10788322,7617551,497639,1701562,971570,1006831,9555.64,6747.17,440.78,1507.14,860.56,891.79
CT,CONNECTICUT,0905250,WINDSOR LOCKS SCHOOL DISTRICT,01100,Windsor Locks High School,090525001100,435,174,40,2,0,58,13.33,2,0.46,15,3.45,4323622.67,3633194.3,246734.52,397003,397698.85,599175.8,9939.36,8352.17,567.21,912.65,914.25,1377.42
CT,CONNECTICUT,0905250,WINDSOR LOCKS SCHOOL DISTRICT,01709,Pine Meadow Academy,090525001709,31,28,90.32,2,0,0,0,0,0,2,6.45,467489.32,400183.8,67305.52,61970,26914.4,28410.97,15080.3,12909.15,2171.15,1999.03,868.21,916.48
CT,CONNECTICUT,0905280,WOLCOTT SCHOOL DISTRICT,01107,Wolcott High School,090528001107,814,80,9.83,2,0,37,4.55,2,0.25,9,1.11,5008814,727964,31920,357918,391012,395797,6153.33,894.3,39.21,439.7,480.36,486.24
CT,CONNECTICUT,0905371,NORWICH FREE ACADEMY,01221,Norwich Free Academy,090537101221,2281,844,37,18,0,128,5.61,33,1.45,56,2.46,14848316,12250936,291334,400287,1905759.17,5573361,6509.56,5370.86,127.72,175.49,835.49,2443.38
DE,DELAWARE,1000080,Appoquinimink School District,00024,Middletown High School,100008000024,1445,400,27.68,0,0,66,4.57,8,0.55,50,3.46,7407979.14,6074371.13,266439.22,306988.04,471911.46,198332.03,5126.63,4203.72,184.39,212.45,326.58,137.25
DE,DELAWARE,1000080,Appoquinimink School District,00225,Appoquinimink High School,100008000225,1593,500,31.39,0,0,74,4.65,41,2.57,76,4.77,7866070.65,6450071.64,250186.25,315425.06,437298.84,202903.7,4937.9,4049.01,157.05,198.01,274.51,127.37
DE,DELAWARE,1000170,Cape Henlopen School District,00029,Cape Henlopen High School,100017000029,1402,341,24.32,4,0,99,7.06,20,1.43,65,4.64,9591533,4895770,741716,1103123,422233,296158,6841.32,3491.99,529.04,786.82,301.16,211.24
DE,DELAWARE,1000180,Caesar Rodney School District,00040,Caesar Rodney High School,100018000040,2014,906,44.99,0,0,123,6.11,36,1.79,78,3.87,9219829.77,7589318.42,225417.76,795521.61,609571.98,491985.18,4577.87,3768.28,111.93,395,302.67,244.28
DE,DELAWARE,1000190,Capital School District,00050,Dover High School,100019000050,1849,1122,60.68,2,4,136,7.36,48,2.6,100,5.41,8205656.81,6793352.64,554405.83,196558.44,661339.9,2583088.92,4437.89,3674.07,299.84,106.31,357.67,1397.02
DE,DELAWARE,1000200,Christina School District,00238,Newark High School,100020000238,1378,859,62.34,6,0,118,8.56,55,3.99,94,6.82,6591253.89,5433283.59,205151,597204.84,355614.46,3255449.62,4783.2,3942.88,148.88,433.39,258.07,2362.45
DE,DELAWARE,1000200,Christina School District,00239,Glasgow High School,100020000239,918,875,95.32,4,0,148,16.12,73,7.95,77,8.39,4442333.81,3424452.79,213166,564255,240460.02,2244045.27,4839.14,3730.34,232.21,614.66,261.94,2444.49
DE,DELAWARE,1000200,Christina School District,00240,Christiana High School,100020000240,874,1406,160.87,12,0,124,14.19,89,10.18,75,8.58,5146579.38,3977157.02,212059,700980,256383.37,2233628.88,5888.53,4550.52,242.63,802.04,293.34,2555.64
DE,DELAWARE,1000230,Colonial School District,00209,Penn (William) High School,100023000209,2052,4015,195.66,2,4,347,16.91,265,12.91,201,9.8,10203831,8516963,506129,376384,804355,629612.2,4972.63,4150.57,246.65,183.42,391.99,306.83
DE,DELAWARE,1000270,Delmar School District,00080,Delmar High School,100027000080,663,1184,178.58,0,4,134,20.21,6,0.9,22,3.32,2405851.28,2132158.08,200168.16,126768.48,110768.64,532668.48,3628.73,3215.92,301.91,191.2,167.07,803.42
DE,DELAWARE,1000680,Indian River School District,00085,Indian River High School,100068000085,888,386,43.47,0,0,104,11.71,27,3.04,59,6.64,5263861.37,3315799.47,269515.97,1407468.8,271077.13,378439.26,5927.77,3734.01,303.51,1584.99,305.27,426.17
DE,DELAWARE,1000680,Indian River School District,00090,Sussex Central High School,100068000090,1458,843,57.82,12,2,243,16.67,75,5.14,82,5.62,7149307.02,4770541.37,451076.62,1561187.42,366501.61,367955.97,4903.5,3271.98,309.38,1070.77,251.37,252.37
DE,DELAWARE,1000750,POLYTECH School District,00092,POLYTECH High School,100075000092,1201,244,20.32,4,0,32,2.66,4,0.33,25,2.08,5626785,5626785,39078,990370,440658,3395695.43,4685.08,4685.08,32.54,824.62,366.91,2827.39
DE,DELAWARE,1000790,Lake Forest School District,00095,Lake Forest High School,100079000095,945,661,69.95,4,0,188,19.89,32,3.39,53,5.61,6903676.94,4515061.82,240535.76,74252.81,315363.02,1447479.19,7305.48,4777.84,254.54,78.57,333.72,1531.72
DE,DELAWARE,1000810,Laurel School District,00100,Laurel Senior High School,100081000100,480,279,58.13,2,0,70,14.58,53,11.04,78,16.25,2448084.59,2109531.06,59002.51,58487,221064.02,357802,5100.18,4394.86,122.92,121.85,460.55,745.42
DE,DELAWARE,1001080,Milford School District,00111,Milford Senior High School,100108000111,985,112,11.37,2,0,278,28.22,33,3.35,40,4.06,5289485.47,4371802.6,132348.37,527083.52,258250.98,150172.88,5370.04,4438.38,134.36,535.11,262.18,152.46
DE,DELAWARE,1001280,New Castle County Vocational-Technical School District,00154,Delcastle Technical High School,100128000154,1609,438,27.22,2,0,0,0,24,1.49,51,3.17,10005543.22,8214648.34,246964.43,364346.72,599214.95,4101925.58,6218.49,5105.44,153.49,226.44,372.41,2549.36
DE,DELAWARE,1001280,New Castle County Vocational-Technical School District,00181,St. Georges Technical High School,100128000181,1073,143,13.33,0,0,0,0,2,0.19,22,2.05,6233393,4767564.37,214882.01,270168.08,488701.09,1738070.79,5809.31,4443.21,200.26,251.79,455.45,1619.82
DE,DELAWARE,1001280,New Castle County Vocational-Technical School District,00296,Hodgson (Paul M.) Vocational Technical High School,100128000296,1102,341,30.94,0,0,0,0,13,1.18,42,3.81,6804045.16,5191589.37,336905,213492.92,484738.02,2739097.34,6174.27,4711.06,305.72,193.73,439.87,2485.57
DE,DELAWARE,1001280,New Castle County Vocational-Technical School District,00297,Howard High School of Technology,100128000297,932,977,104.83,0,0,0,0,42,4.51,104,11.16,5083388,3833805.62,155061.68,203051,370833.92,5495641.32,5454.28,4113.53,166.38,217.87,397.89,5896.61
DE,DELAWARE,1001300,Red Clay Consolidated School District,00274,McKean (Thomas) High School,100130000274,811,1331,164.12,0,0,0,0,69,8.51,78,9.62,5113280,4071290,357297.2,221435,463258,967470,6304.91,5020.09,440.56,273.04,571.22,1192.93
DE,DELAWARE,1001300,Red Clay Consolidated School District,00276,duPont (Alexis I.) High School,100130000276,1104,961,87.05,0,0,245,22.19,70,6.34,77,6.97,6345515,5327931.4,285640.7,277924,454019,1078639,5747.75,4826.02,258.73,251.74,411.25,977.03
DE,DELAWARE,1001530,Seaford School District,00158,Seaford Senior High School,100153000158,755,1031,136.56,0,0,24,3.18,68,9.01,52,6.89,4369374.05,3086315.76,250642.38,403516.86,413764.15,327079.57,5787.25,4087.84,331.98,534.46,548.03,433.22
DE,DELAWARE,1001620,Smyrna School District,00299,Smyrna High School,100162000299,1416,596,42.09,10,4,162,11.44,14,0.99,38,2.68,5848160.57,5036508.57,198747,736832,497140.43,541197.24,4130.06,3556.86,140.36,520.36,351.09,382.2
DE,DELAWARE,1001680,Sussex Technical School District,00170,Sussex Technical High School,100168000170,1449,60,4.14,0,0,9,0.62,4,0.28,18,1.24,11431163.27,7645517.69,566411.12,2232859.19,986375.27,4568302.52,7889,5276.41,390.9,1540.97,680.73,3152.73
DE,DELAWARE,1001850,Woodbridge School District,99998,Woodbridge High School,100185099998,658,613,93.16,4,0,170,25.84,41,6.23,42,6.38,3594242.04,2008134.65,152440.4,426895.46,431206.5,201154.85,5462.37,3051.88,231.67,648.78,655.33,305.71
FL,FLORIDA,1200060,BAKER,00035,BAKER COUNTY SENIOR HIGH SCHOOL,120006000035,1347,799,59.32,0,2,202,15,36,2.67,79,5.86,3643303.99,2753602.67,199722.25,298454.77,299262,703573,2704.75,2044.25,148.27,221.57,222.17,522.33
FL,FLORIDA,1200090,BAY,00039,BAY HIGH SCHOOL,120009000039,1296,632,48.77,0,0,224,17.28,29,2.24,64,4.94,3739952.92,2589347.57,106224.38,508901.69,315977.79,481308,2885.77,1997.95,81.96,392.67,243.81,371.38
FL,FLORIDA,1200090,BAY,00064,RUTHERFORD HIGH SCHOOL,120009000064,1067,531,49.77,0,0,175,16.4,32,3,50,4.69,2993796.55,2197394.86,84642.14,271206.12,315532,523904,2805.81,2059.41,79.33,254.18,295.72,491.01
FL,FLORIDA,1200090,BAY,00067,A. CRAWFORD MOSLEY HIGH SCHOOL,120009000067,1720,599,34.83,0,0,181,10.52,38,2.21,58,3.37,3949951.08,3165037.51,33864.17,268289.12,385198,511646,2296.48,1840.14,19.69,155.98,223.95,297.47
FL,FLORIDA,1200150,BREVARD,00090,ROCKLEDGE SENIOR HIGH SCHOOL,120015000090,1446,496,34.3,0,4,0,0,49,3.39,76,5.26,3864353.57,2865372.27,92544.8,417797.38,340285.84,999122,2672.44,1981.59,64,288.93,235.33,690.96
FL,FLORIDA,1200150,BREVARD,00103,MELBOURNE SENIOR HIGH SCHOOL,120015000103,2225,424,19.06,0,2,18,0.81,50,2.25,100,4.49,5869265.64,4668284.2,110835.4,587456.56,372519.76,1090177,2637.87,2098.11,49.81,264.03,167.42,489.97
FL,FLORIDA,1200150,BREVARD,03293,BAYSIDE HIGH SCHOOL,120015003293,1688,424,25.12,0,0,30,1.78,31,1.84,68,4.03,4729459.06,3329881.92,152409.4,697801.78,410721.8,844203,2801.81,1972.68,90.29,413.39,243.32,500.12
FL,FLORIDA,1200150,BREVARD,07530,HERITAGE HIGH SCHOOL,120015007530,1851,1011,54.62,0,0,246,13.29,91,4.92,146,7.89,4755349.08,3624072.48,142442.2,451052.6,393754.2,896202,2569.07,1957.9,76.95,243.68,212.73,484.17
FL,FLORIDA,1200180,BROWARD,00160,MCARTHUR HIGH SCHOOL,120018000160,2221,105,4.73,0,0,81,3.65,6,0.27,35,1.58,5184222.5,2975750,255481,402978,462282,470826,2334.18,1339.82,115.03,181.44,208.14,211.99
FL,FLORIDA,1200180,BROWARD,00171,HALLANDALE HIGH SCHOOL,120018000171,1391,63,4.53,0,0,60,4.31,2,0.14,19,1.37,3896628,2230350,166907,330947,476697,498024,2801.31,1603.41,119.99,237.92,342.7,358.03
FL,FLORIDA,1200180,BROWARD,00217,FORT LAUDERDALE HIGH SCHOOL,120018000217,2157,48,2.23,0,0,219,10.15,0,0,16,0.74,5111729,2624350,198676,265092,473719,907396,2369.83,1216.67,92.11,122.9,219.62,420.68
FL,FLORIDA,1200180,BROWARD,00225,CORAL SPRINGS HIGH SCHOOL,120018000225,2863,128,4.47,0,0,386,13.48,13,0.45,37,1.29,7082835.5,4074900,220190,457642,563843,614276,2473.92,1423.3,76.91,159.85,196.94,214.56
FL,FLORIDA,1200180,BROWARD,00231,NORTHEAST HIGH SCHOOL,120018000231,1859,77,4.14,0,0,184,9.9,2,0.11,25,1.34,4997965,3036700,106251,420866,473030,274342,2688.52,1633.51,57.15,226.39,254.45,147.58
FL,FLORIDA,1200180,BROWARD,00234,NOVA HIGH SCHOOL,120018000234,2167,183,8.44,0,0,273,12.6,6,0.28,54,2.49,5324281.5,3392727,16138,370647,488086,443010,2456.98,1565.63,7.45,171.04,225.24,204.43
FL,FLORIDA,1200180,BROWARD,00249,COCONUT CREEK HIGH SCHOOL,120018000249,1379,53,3.84,0,0,60,4.35,2,0.15,23,1.67,3881187.5,1194100,210788,334545,466423,213974,2814.49,865.92,152.86,242.6,338.23,155.17
FL,FLORIDA,1200180,BROWARD,00264,PIPER HIGH SCHOOL,120018000264,2459,167,6.79,0,0,154,6.26,9,0.37,42,1.71,6087376,3807800,231146,409692,536338,568396,2475.55,1548.52,94,166.61,218.11,231.15
FL,FLORIDA,1200180,BROWARD,00265,COOPER CITY HIGH SCHOOL,120018000265,2286,26,1.14,0,0,87,3.81,0,0,10,0.44,5702458.5,3081950,181487,503723,480736,475189,2494.51,1348.18,79.39,220.35,210.3,207.87
FL,FLORIDA,1200180,BROWARD,00270,ATLANTIC TECHNICAL COLLEGE,120018000270,655,3,0.46,0,0,12,1.83,0,0,2,0.31,10658662.5,6180801,563232,820325,696051,90035,16272.77,9436.34,859.9,1252.4,1062.67,137.46
FL,FLORIDA,1200180,BROWARD,02117,J. P. TARAVELLA HIGH SCHOOL,120018002117,3131,73,2.33,0,0,115,3.67,2,0.06,18,0.57,8073723,5042800,357717,533045,494493,614190,2578.64,1610.6,114.25,170.25,157.93,196.16
FL,FLORIDA,1200180,BROWARD,02120,WESTERN HIGH SCHOOL,120018002120,3140,160,5.1,0,0,162,5.16,8,0.25,31,0.99,7814398,5316376,177053,416464,561624,646240,2488.66,1693.11,56.39,132.63,178.86,205.81
FL,FLORIDA,1200180,BROWARD,02488,WILLIAM T. MCFATTER TECHNICAL COLLEGE,120018002488,605,0,0,0,0,0,0,0,0,0,0,7856654.5,4859503,241912,822244,420765,90994,12986.21,8032.24,399.85,1359.08,695.48,150.4
FL,FLORIDA,1200180,BROWARD,02721,MARJORY STONEMAN DOUGLAS HIGH SCHOOL,120018002721,3155,231,7.32,0,0,113,3.58,12,0.38,39,1.24,7749421,5349000,132270,523313,557596,655109,2456.23,1695.4,41.92,165.87,176.73,207.64
FL,FLORIDA,1200180,BROWARD,03029,CHARLES W FLANAGAN HIGH SCHOOL,120018003029,2832,214,7.56,0,0,395,13.95,7,0.25,57,2.01,7115608.5,5233400,134853,422944,564001,694844,2512.57,1847.95,47.62,149.34,199.15,245.35
FL,FLORIDA,1200180,BROWARD,03301,POMPANO BEACH HIGH SCHOOL,120018003301,1211,9,0.74,0,0,25,2.06,0,0,6,0.5,3457586,2245150,28686,315378,397336,517547,2855.15,1853.96,23.69,260.43,328.11,427.37
FL,FLORIDA,1200180,BROWARD,03815,CYPRESS BAY HIGH SCHOOL,120018003815,4601,156,3.39,0,0,139,3.02,7,0.15,30,0.65,11183239,7676050,307029,636094,488545,1969866,2430.61,1668.34,66.73,138.25,106.18,428.14
FL,FLORIDA,1200180,BROWARD,04037,CORAL GLADES HIGH SCHOOL,120018004037,2500,128,5.12,0,0,197,7.88,4,0.16,32,1.28,6044344,3654300,186557,386789,490898,439455,2417.74,1461.72,74.62,154.72,196.36,175.78
FL,FLORIDA,1200180,BROWARD,04050,MONARCH HIGH SCHOOL,120018004050,2398,108,4.5,0,0,168,7.01,4,0.17,31,1.29,5938809.5,3372550,175634,462128,484543,481987,2476.57,1406.4,73.24,192.71,202.06,201
FL,FLORIDA,1200180,BROWARD,04052,EVERGLADES HIGH SCHOOL,120018004052,2402,91,3.79,0,0,184,7.66,8,0.33,28,1.17,5302712,3031050,178845,314415,478799,558930,2207.62,1261.89,74.46,130.9,199.33,232.69
FL,FLORIDA,1200180,BROWARD,07555,WEST BROWARD HIGH SCHOOL,120018007555,2683,96,3.58,0,0,87,3.24,4,0.15,24,0.89,6552439,3974300,215069,399648,466951,503872,2442.21,1481.29,80.16,148.96,174.04,187.8
FL,FLORIDA,1200240,CHARLOTTE,00296,CHARLOTTE HIGH SCHOOL,120024000296,1918,339,17.67,0,0,257,13.4,14,0.73,43,2.24,5321733.19,4073897.42,176059.16,620141.85,406625.76,580547,2774.63,2124.03,91.79,323.33,212.01,302.68
FL,FLORIDA,1200240,CHARLOTTE,00298,LEMON BAY HIGH SCHOOL,120024000298,1233,418,33.9,2,0,196,15.9,32,2.6,55,4.46,3559942.07,2644988.01,83059.81,390561.49,396323.76,363438,2887.22,2145.16,67.36,316.76,321.43,294.76
FL,FLORIDA,1200240,CHARLOTTE,02122,PORT CHARLOTTE HIGH SCHOOL,120024002122,1626,470,28.91,0,2,100,6.15,20,1.23,50,3.08,4366187.53,3286768.13,177115.33,509710.47,392593.6,404377,2685.23,2021.38,108.93,313.48,241.45,248.69
FL,FLORIDA,1200270,CITRUS,00305,CITRUS HIGH SCHOOL,120027000305,1521,541,35.57,2,2,334,21.96,25,1.64,79,5.19,4231471.05,3121543.43,194840.27,536220.12,311030,558347,2782.03,2052.3,128.1,352.54,204.49,367.09
FL,FLORIDA,1200300,CLAY,00330,CLAY HIGH SCHOOL,120030000330,1441,456,31.64,0,0,204,14.16,16,1.11,71,4.93,3962602,3102619,127544,460795,271644,639947,2749.9,2153.1,88.51,319.77,188.51,444.1
FL,FLORIDA,1200300,CLAY,02053,MIDDLEBURG HIGH SCHOOL,120030002053,1715,458,26.71,0,0,141,8.22,16,0.93,65,3.79,5077601,3962265,259304,579768,276264,799025,2960.7,2310.36,151.2,338.06,161.09,465.9
FL,FLORIDA,1200330,COLLIER,00354,LELY HIGH SCHOOL,120033000354,1558,599,38.45,0,0,152,9.76,24,1.54,83,5.33,4274560.29,3085369.88,158920.8,535063.99,346472.5,852600,2743.62,1980.34,102,343.43,222.38,547.24
FL,FLORIDA,1200330,COLLIER,00355,IMMOKALEE HIGH SCHOOL,120033000355,1552,823,53.03,0,0,259,16.69,36,2.32,95,6.12,4339237.99,3056359.98,158517.6,581311.11,369903.39,793885,2795.9,1969.3,102.14,374.56,238.34,511.52
FL,FLORIDA,1200330,COLLIER,00357,BARRON COLLIER HIGH SCHOOL,120033000357,1693,406,23.98,0,0,30,1.77,36,2.13,61,3.6,5008860.87,3746981.36,160724,543136.96,368864.71,929222,2958.57,2213.22,94.93,320.81,217.88,548.86
FL,FLORIDA,1200330,COLLIER,03336,GULF COAST HIGH SCHOOL,120033003336,2133,350,16.41,0,0,169,7.92,13,0.61,54,2.53,6229888.94,4793215.14,206755.2,642847.13,437258.94,1017987,2920.72,2247.17,96.93,301.38,205,477.26
FL,FLORIDA,1200330,COLLIER,03959,GOLDEN GATE HIGH SCHOOL,120033003959,1651,684,41.43,0,0,175,10.6,39,2.36,113,6.84,4623629.1,3422726.05,156261.2,569894.7,361903.18,783803,2800.5,2073.12,94.65,345.18,219.2,474.74
FL,FLORIDA,1200330,COLLIER,03960,PALMETTO RIDGE HIGH SCHOOL,120033003960,1852,613,33.1,0,0,217,11.72,32,1.73,87,4.7,5615907.05,4225472.76,208242.4,579581.95,430526.98,887430,3032.35,2281.57,112.44,312.95,232.47,479.17
FL,FLORIDA,1200330,COLLIER,04488,LORENZO WALKER TECHNICAL HIGH SCHOOL,120033004488,599,19,3.17,0,0,14,2.34,2,0.33,9,1.5,1741847.52,1263140,24849.6,284369.91,169488.01,359179,2907.93,2108.75,41.49,474.74,282.95,599.63
FL,FLORIDA,1200390,DADE,00594,MIAMI BEACH SENIOR HIGH SCHOOL,120039000594,2430,0,0,0,0,259,10.66,0,0,0,0,6000527,4887856,273944,392293,446434,318153,2469.35,2011.46,112.73,161.44,183.72,130.93
FL,FLORIDA,1200390,DADE,01478,WILLIAM H. TURNER TECHNICAL ARTS HIGH SCHOOL,120039001478,1473,0,0,0,0,0,0,0,0,0,0,4419149,3586917,148331,309571,374330,192802,3000.1,2435.11,100.7,210.16,254.13,130.89
FL,FLORIDA,1200390,DADE,02736,DESIGN & ARCHITECTURE SENIOR HIGH,120039002736,512,0,0,0,0,0,0,0,0,0,0,1931091,1658596,18723,155133,98639,242867,3771.66,3239.45,36.57,302.99,192.65,474.35
FL,FLORIDA,1200390,DADE,03052,CORAL REEF SENIOR HIGH SCHOOL,120039003052,3371,0,0,0,0,113,3.35,0,0,0,0,7520501,6227298,202891,648361,441951,898303,2230.94,1847.31,60.19,192.33,131.1,266.48
FL,FLORIDA,1200390,DADE,04078,ROBERT MORGAN EDUCATIONAL CENTER,120039004078,2303,0,0,0,0,144,6.25,0,0,0,0,4778630,3996912,170844,364257,246617,349609,2074.96,1735.52,74.18,158.17,107.09,151.81
FL,FLORIDA,1200390,DADE,04339,MIAMI LAKES EDUCATIONAL CENTER,120039004339,1502,0,0,0,0,0,0,0,0,0,0,4213142,3102291,61672,791620,257559,233106,2805.02,2065.44,41.06,527.04,171.48,155.2
FL,FLORIDA,1200390,DADE,04726,RONALD W. REAGAN/DORAL SENIOR HIGH SCHOOL,120039004726,2172,0,0,0,0,187,8.61,0,0,0,0,5081011,3780457,325861,541234,433459,690572,2339.32,1740.54,150.03,249.19,199.57,317.94
FL,FLORIDA,1200390,DADE,06229,HIALEAH GARDENS SENIOR HIGH SCHOOL,120039006229,3130,0,0,0,0,21,0.67,0,0,0,0,6121988,4870635,247736,544304,459313,642254,1955.91,1556.11,79.15,173.9,146.75,205.19
FL,FLORIDA,1200390,DADE,07634,TERRA ENVIRONMENTAL RESEARCH INSTITUTE,120039007634,1831,0,0,0,0,0,0,0,0,0,0,3992295,3139885,58503,439748,354159,473363,2180.39,1714.85,31.95,240.17,193.42,258.53
FL,FLORIDA,1200390,DADE,07635,ALONZO AND TRACY MOURNING SENIOR HIGH BISCAYNE BAY CAMPUS,120039007635,1565,0,0,0,0,276,17.64,0,0,0,0,4020314,3051381,117373,471639,379921,260762,2568.89,1949.76,75,301.37,242.76,166.62
FL,FLORIDA,1200390,DADE,07811,INTERNATIONAL STUDIES PREPARATORY ACADEMY,120039007811,357,0,0,0,0,6,1.68,0,0,0,0,1365993,1010710,17813,135201,202269,154813,3826.31,2831.12,49.9,378.71,566.58,433.65
FL,FLORIDA,1200420,DESOTO,00620,DESOTO COUNTY HIGH SCHOOL,120042000620,1232,273,22.16,0,0,112,9.09,4,0.32,36,2.92,3443200.52,2583169.15,33500,405621.73,311690.89,547021,2794.81,2096.73,27.19,329.24,253,444.01
FL,FLORIDA,1200450,DIXIE,00626,DIXIE COUNTY HIGH SCHOOL,120045000626,530,124,23.4,0,2,94,17.74,2,0.38,21,3.96,1374191.65,1073218.25,66473.88,172778.52,61721,469325,2592.81,2024.94,125.42,326,116.45,885.52
FL,FLORIDA,1200480,DUVAL,00681,TERRY PARKER HIGH SCHOOL,120048000681,1709,851,49.8,0,0,420,24.58,61,3.57,86,5.03,4045807.63,3103345,92167.84,392731.5,309561.32,678521,2367.35,1815.88,53.93,229.8,181.14,397.03
FL,FLORIDA,1200480,DUVAL,00685,ENGLEWOOD HIGH SCHOOL,120048000685,1834,464,25.3,0,0,382,20.83,23,1.25,40,2.18,4407988.67,3472702.62,169675.57,343806.78,320898.75,644953,2403.48,1893.51,92.52,187.46,174.97,351.66
FL,FLORIDA,1200480,DUVAL,00759,SANDALWOOD HIGH SCHOOL,120048000759,2806,168,5.99,0,0,344,12.26,4,0.14,23,0.82,6452465.44,5442450.24,131957.89,396927.33,383245.63,844583,2299.52,1939.58,47.03,141.46,136.58,300.99
FL,FLORIDA,1200480,DUVAL,00762,WESTSIDE HIGH SCHOOL,120048000762,1519,642,42.26,0,0,232,15.27,38,2.5,90,5.92,3552000.01,2617316.38,132507.72,283078.36,321211.6,725146,2338.38,1723.05,87.23,186.36,211.46,477.38
FL,FLORIDA,1200480,DUVAL,00767,EDWARD H. WHITE HIGH SCHOOL,120048000767,1702,687,40.36,0,0,318,18.68,29,1.7,104,6.11,3807185.22,2972978.91,161440.4,230480.49,319328.42,700818,2236.89,1746.76,94.85,135.42,187.62,411.76
FL,FLORIDA,1200480,DUVAL,00772,FRANK H. PETERSON ACADEMIES,120048000772,1193,127,10.65,0,0,241,20.2,4,0.34,14,1.17,3163606.86,2598796.86,36395.69,283778.6,244635.71,479219,2651.81,2178.37,30.51,237.87,205.06,401.69
FL,FLORIDA,1200480,DUVAL,02745,FIRST COAST HIGH SCHOOL,120048002745,2054,486,23.66,0,0,379,18.45,30,1.46,119,5.79,4579116.26,3537107.54,77634.65,372029.61,448642.24,930689,2229.37,1722.06,37.8,181.12,218.42,453.11
FL,FLORIDA,1200480,DUVAL,07629,ATLANTIC COAST HIGH SCHOOL,120048007629,2108,223,10.58,0,0,203,9.63,6,0.28,29,1.38,4497910.85,3744301.38,169903.61,347880.49,235825.37,889633,2133.73,1776.23,80.6,165.03,111.87,422.03
FL,FLORIDA,1200510,ESCAMBIA,02995,NORTHVIEW HIGH SCHOOL,120051002995,518,178,34.36,0,0,102,19.69,6,1.16,18,3.47,1492566.7,1067131.14,17592.96,212048,73949,267629,2881.4,2060.1,33.96,409.36,142.76,516.66
